Name	Type	ADDR_MOD	Library	Length	Value	Attribute	Save	Access	MOD_BUS	EDU	Cold_start	Index	Ar_count	Ar_period	Ar_filter	Comment
Module_status	I				0	Internal	FALSE	RW	0		0	1450				REG_6699. Связь с модулями общ. для HMI
Ai_Fault1	I				0	Internal	FALSE	RW	0		0	207				слово состояние флага аварии Ai(<3.6 > 21.0)
Ai_Fault2	I				0	Internal	FALSE	RW	0		0	208				слово состояние флага аварии Ai(<3.6 > 21.0)
Valve1_pos	R				0.000000	Internal	FALSE	RW	0		0	1451				Позиция крана
Valve2_pos	R				0.000000	Internal	FALSE	RW	0		0	1452				Позиция крана
Ai_value	A	1..96	R			Internal	FALSE	RW								
Ai_value[1]	R				0.000000	Internal	FALSE	RW	0		0	202				НасосН-1 (секция1) Вибрация задней опоры ЭД
Ai_value[2]	R				0.000000	Internal	FALSE	RW	0		0	203				НасосН-1 (секция1) Вибрация передней опоры ЭД
Ai_value[3]	R				0.000000	Internal	FALSE	RW	0		0	205				НасосН-1 (секция1) Вибрация насоса
Ai_value[4]	R				0.000000	Internal	FALSE	RW	0		0	291				НасосН-1 (секция2) Вибрация задней опоры ЭД
Ai_value[5]	R				0.000000	Internal	FALSE	RW	0		0	1252				НасосН-1 (секция2) Вибрация передней опоры ЭД
Ai_value[6]	R				0.000000	Internal	FALSE	RW	0		0	1253				НасосН-1 (секция2) Вибрация насоса
Ai_value[7]	R				0.000000	Internal	FALSE	RW	0		0	1254				НасосН-1 (секция1) Температура заднего подшипника
Ai_value[8]	R				0.000000	Internal	FALSE	RW	0		0	1255				НасосН-1 (секция1) Температура переднего подшипника
Ai_value[9]	R				0.000000	Internal	FALSE	RW	0		0	1256				НасосН-1 (секция1) Температура герметизирующего экрана насоса
Ai_value[10]	R				0.000000	Internal	FALSE	RW	0		0	1257				НасосН-1 (секция1) Температура обмоток статора фаза А
Ai_value[11]	R				0.000000	Internal	FALSE	RW	0		0	1258				НасосН-1 (секция1) Температура обмоток статора фаза В
Ai_value[12]	R				0.000000	Internal	FALSE	RW	0		0	1259				НасосН-1 (секция1) Температура обмоток статора фаза С
Ai_value[13]	R				0.000000	Internal	FALSE	RW	0		0	1260				НасосН-1 (секция2) Температура заднего подшипника
Ai_value[14]	R				0.000000	Internal	FALSE	RW	0		0	1261				НасосН-1 (секция2) Температура переднего подшипника
Ai_value[15]	R				0.000000	Internal	FALSE	RW	0		0	1262				НасосН-1 (секция2) Температура герметизирующего экрана насоса
Ai_value[16]	R				0.000000	Internal	FALSE	RW	0		0	1263				НасосН-1 (секция2) Температура обмоток статора фаза А
Ai_value[17]	R				0.000000	Internal	FALSE	RW	0		0	1264				НасосН-1 (секция2) Температура обмоток статора фаза В
Ai_value[18]	R				0.000000	Internal	FALSE	RW	0		0	1265				НасосН-1 (секция2) Температура обмоток статора фаза С
Ai_value[19]	R				0.000000	Internal	FALSE	RW	0		0	1266				Блок насосной (блок Н-1) Давление на входе Н-1
Ai_value[20]	R				0.000000	Internal	FALSE	RW	0		0	1267				Блок насосной (блок Н-1) Перепад давления на фильтре Ф-1
